u_id,q_id,student_key_stage,question_difficulty,subject,topic,question,correct_answer,student_answer,rater_1,rater_2,rater_3,human_agree,ground_truth,fewshot-gpt-3.5-turbo-0125,fewshot-gpt-4-0125-preview,zeroshot-gpt-3.5-turbo-0125,zeroshot-gpt-4-0125-preview,agree_fewshot-gpt-4-0125-preview
149,ScKS4E149,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,A resource that will run out,wrong,right,right,0,1,1,1,1,1,1
150,ScKS4E150,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,Resources wich are used up faster than they are made and will not last forever,right,right,right,1,1,0,1,0,1,0
151,ScKS4E151,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,resources wich are limited,right,right,right,1,1,0,1,0,1,0
152,ScKS4E152,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,sources with a low amount,wrong,wrong,wrong,1,0,0,0,0,0,1
153,ScKS4E153,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,Resorces that will run out,right,right,right,1,1,1,1,1,1,1
154,ScKS4E154,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,g,wrong,wrong,wrong,1,0,0,0,0,0,1
155,ScKS4E155,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,non renewable sources of energy,right,right,right,1,1,0,0,0,0,1
156,ScKS4E156,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,Resources that wont last forever,right,right,right,1,1,1,1,0,1,1
157,ScKS4E157,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,Permanent resources,wrong,wrong,wrong,1,0,0,0,0,0,1
158,ScKS4E158,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,non renewable resouces,right,right,right,1,1,0,1,0,0,0
159,ScKS4E159,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,A resource that can't be replaced once it has been used,right,right,right,1,1,0,1,0,1,0
160,ScKS4E160,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,Resources that will run out one day,right,right,right,1,1,1,1,1,1,1
161,ScKS4E161,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,A resource that will run out one day,right,right,right,1,1,1,1,1,1,1
162,ScKS4E162,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,will run out,right,right,right,1,1,0,1,0,1,0
163,ScKS4E163,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,will run out,right,right,right,1,1,0,1,1,1,0
164,ScKS4E164,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,"Metals, plastics and fossil fuels (coal, natural gas and oil)",wrong,wrong,wrong,1,0,0,0,0,0,1
165,ScKS4E165,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,will run out,right,right,right,1,1,0,1,0,1,0
166,ScKS4E166,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,"rescources that will eventually run out
",right,right,right,1,1,1,1,0,1,1
167,ScKS4E167,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,resources taht will run out,right,right,right,1,1,0,1,0,1,0
168,ScKS4E168,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,Limited Amount if resources,right,right,right,1,1,0,0,0,0,1
169,ScKS4E169,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,Rescources that are used up faster than they're made,wrong,right,wrong,0,0,0,0,0,1,1
170,ScKS4E170,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,Resources that are used faster than they are made,wrong,right,wrong,0,0,0,0,0,0,1
171,ScKS4E171,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,"non-renewable recourses
",right,right,right,1,1,0,0,0,0,1
172,ScKS4E172,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,Something that has limited amount of material,wrong,wrong,wrong,1,0,0,1,0,1,0
173,ScKS4E173,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,Recourses that are in a limited amount,right,right,right,1,1,1,1,0,1,1
174,ScKS4E174,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,Something that will run out,right,right,right,1,1,1,1,1,1,1
175,ScKS4E175,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,Resources that will eventually run out,right,right,right,1,1,1,1,1,1,1
177,ScKS4E177,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,a resource that will run out,right,right,right,1,1,1,1,1,1,1
178,ScKS4E178,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,A rescources that isn't infinite,right,right,right,1,1,0,0,0,1,1
179,ScKS4E179,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,A resource that can run out,right,right,right,1,1,1,1,1,1,1
180,ScKS4E180,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,"Metals, plastics and fossil fuels ",wrong,wrong,wrong,1,0,0,0,0,0,1
181,ScKS4E181,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,resources in limited supply,wrong,right,wrong,0,0,1,1,1,1,1
182,ScKS4E182,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,Resources that eventually run out,right,right,right,1,1,1,1,1,1,1
183,ScKS4E183,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,resources that run out,right,right,right,1,1,1,1,1,1,1
184,ScKS4E184,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,resourses that will run out,right,right,right,1,1,1,1,1,1,1
185,ScKS4E185,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,Limited Ressource,right,right,right,1,1,0,0,0,0,1
186,ScKS4E186,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,resources that are limited and cannot be replaced such as fossil fuels,right,right,right,1,1,1,1,1,1,1
187,ScKS4E187,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,they will eventually run out,right,right,right,1,1,1,1,1,1,1
188,ScKS4E188,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,coals is finite,right,wrong,wrong,0,0,0,1,0,0,0
189,ScKS4E189,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,Renewable resources,wrong,wrong,wrong,1,0,0,0,0,0,1
190,ScKS4E190,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,resources which will run out,wrong,right,right,0,1,1,1,1,1,1
191,ScKS4E191,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,resources that will eventually run out,right,right,right,1,1,1,1,1,1,1
192,ScKS4E192,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,resources which will eventually run out,right,right,right,1,1,1,1,1,1,1
193,ScKS4E193,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,resources that are non renewable,right,right,right,1,1,1,1,0,1,1
194,ScKS4E194,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,They will run out,right,right,right,1,1,1,1,1,1,1
195,ScKS4E195,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,resources that will eventually run out,right,right,right,1,1,1,1,1,1,1
196,ScKS4E196,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,recourses that will run out,right,right,right,1,1,1,1,0,1,1
197,ScKS4E197,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,Non renewable resources,right,right,right,1,1,0,0,0,1,1
198,ScKS4E198,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,resoures which will eventually run out,right,right,right,1,1,1,1,1,1,1
199,ScKS4E199,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,one that will run out,right,right,right,1,1,0,1,1,1,0
200,ScKS4E200,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,Non renewable resources,right,right,right,1,1,0,0,0,0,1
201,ScKS4E201,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,Resources that will eventually run out,right,right,right,1,1,1,1,1,1,1
202,ScKS4E202,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,Resource that will run out,right,right,right,1,1,1,1,1,1,1
203,ScKS4E203,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,resources that produce slower than we use,wrong,right,wrong,0,0,0,0,0,0,1
204,ScKS4E204,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,resouces where theres a limited amount,right,right,right,1,1,1,1,0,1,1
205,ScKS4E205,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,something that will run out,right,right,right,1,1,1,1,1,1,1
206,ScKS4E206,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,"Resources that will one day run out
",right,right,right,1,1,1,1,1,1,1
207,ScKS4E207,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,a resource that will run out,right,right,right,1,1,1,1,1,1,1
208,ScKS4E208,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,materials that will run out,right,right,right,1,1,1,1,1,1,1
209,ScKS4E209,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,resources that will run out- they are limited,right,right,right,1,1,1,1,1,1,1
210,ScKS4E210,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,recourses that will eventually run out because they can't be replaced as quick,right,right,right,1,1,0,1,0,1,0
211,ScKS4E211,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,"Resources that won't run out
",wrong,wrong,wrong,1,0,0,0,0,0,1
212,ScKS4E212,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,They won't run out,wrong,wrong,wrong,1,0,0,0,0,0,1
213,ScKS4E213,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,rescoures that can run out,right,right,right,1,1,0,1,0,1,0
214,ScKS4E214,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,Limited amount of resources,right,right,right,1,1,0,0,0,0,1
215,ScKS4E215,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,Resources that eventually run out,right,right,right,1,1,1,1,1,1,1
216,ScKS4E216,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,resources that run out,right,right,right,1,1,1,1,1,1,1
217,ScKS4E217,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,resources used more than it is produced,wrong,right,wrong,0,0,0,0,0,0,1
219,ScKS4E219,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,"Finite resources will run out, they are being used faster than they can be replenished.",right,right,right,1,1,1,1,1,1,1
220,ScKS4E220,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,Things that can run out,right,right,right,1,1,1,1,0,1,1
221,ScKS4E221,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,A resource which can't be replaced as much as it's being consumed,right,right,right,1,1,0,1,0,1,0
222,ScKS4E222,KS4,easy,science,The Earth's Resources 1,What are finite resources?,Resources that will run out,non-renewable resources,right,right,right,1,1,0,0,0,0,1
